Rshoulder_x,Rshoulder_y,Rshoulder_z,Lshoulder_x,Lshoulder_y,Lshoulder_z,Relbow_x,Relbow_y,Relbow_z,Lelbow_x,Lelbow_y,Lelbow_z,Rhip_x,Rhip_y,Rhip_z,Lhip_x,Lhip_y,Lhip_z,Rknee_x,Rknee_y,Rknee_z,Lknee_x,Lknee_y,Lknee_z,Rtoes_x,Rtoes_y,Rtoes_z,Ltoes_x,Ltoes_y,Ltoes_z,Rankle_x,Rankle_y,Rankle_z,Lankle_x,Lankle_y,Lankle_z,LelbowWea_x,LelbowWea_y,LelbowWea_z,Rpelviswea_x,Rpelviswea_y,Rpelviswea_z,Lpelviswea_x,Lpelviswea_y,Lpelviswea_z,Rkneewea_x,Rkneewea_y,Rkneewea_z,Lkneewea_x,Lkneewea_y,Lkneewea_z
342.15,10.22,270.15,27.96,17.2,104.92,341.06,90.09,269.9,334.99,89.99,90,28.99,270.12,270.49,359.78,269.98,272.19,325.17,89.73,270.1,358.9,69.25,356.84,296.07,93.46,267.71,294.22,93.64,267.55,338.55,84.25,279.8,342.36,93.64,266.17,24.38,269.99,270,328.8,0.42,89.37,338.07,359.05,92.52,45.59,354.62,85.23,24.89,1.72,89.03
341.88,10.23,270.12,27.28,16.92,104.65,340.95,90.1,269.89,334.99,89.99,90,29.15,270.12,270.49,359.26,269.96,272.19,325.88,89.73,270.1,358.9,69.25,356.84,296.02,93.46,267.71,294.32,93.63,267.56,338.79,84.36,279.76,342.36,93.64,266.17,24.38,269.99,270,328.77,0.42,89.37,338.41,359.07,92.52,45.91,354.53,85.14,24.99,1.71,89.03
341.59,10.24,270.09,26.58,16.65,104.38,340.84,90.1,269.88,334.99,89.99,90,29.31,270.12,270.49,358.73,269.94,272.2,326.59,89.73,270.09,358.9,69.25,356.84,295.97,93.47,267.7,294.44,93.61,267.57,339.03,84.48,279.73,342.36,93.64,266.17,24.38,269.99,270,328.74,0.42,89.37,338.76,359.08,92.51,46.23,354.45,85.05,25.08,1.71,89.03
341.3,10.26,270.06,25.88,16.37,104.11,340.74,90.11,269.88,334.99,89.99,90,29.46,270.12,270.5,358.19,269.92,272.2,327.3,89.73,270.09,358.9,69.25,356.84,295.92,93.47,267.7,294.57,93.6,267.58,339.26,84.58,279.69,342.36,93.64,266.17,24.38,269.99,270,328.72,0.42,89.37,339.13,359.1,92.5,46.53,354.37,84.96,25.16,1.71,89.03
341.04,10.27,270.03,25.18,16.11,103.84,340.64,90.12,269.87,334.99,89.99,90,29.6,270.13,270.5,357.66,269.9,272.2,328,89.74,270.08,358.9,69.25,356.84,295.88,93.48,267.7,294.71,93.58,267.59,339.49,84.69,279.66,342.36,93.64,266.17,24.38,269.99,270,328.7,0.42,89.37,339.5,359.12,92.5,46.83,354.29,84.87,25.23,1.71,89.03
340.76,10.28,269.99,24.49,15.85,103.59,340.55,90.13,269.86,334.99,89.99,90,29.73,270.13,270.5,357.11,269.88,272.2,328.73,89.74,270.08,358.9,69.25,356.84,295.83,93.48,267.69,294.86,93.56,267.61,339.71,84.79,279.62,342.36,93.64,266.17,24.38,269.99,270,328.68,0.42,89.36,339.9,359.14,92.49,47.12,354.21,84.78,25.28,1.71,89.03
340.51,10.29,269.96,23.79,15.6,103.34,340.46,90.14,269.85,334.99,89.99,90,29.86,270.13,270.5,356.56,269.85,272.21,329.45,89.74,270.08,358.9,69.25,356.84,295.79,93.48,267.69,295.03,93.55,267.63,339.93,84.89,279.59,342.36,93.64,266.17,24.38,269.99,270,328.66,0.42,89.36,340.29,359.15,92.49,47.42,354.13,84.69,25.33,1.7,89.03
340.24,10.3,269.93,23.08,15.34,103.1,340.38,90.15,269.84,334.99,89.99,90,29.98,270.13,270.5,356.04,269.83,272.21,330.19,89.74,270.07,358.9,69.25,356.84,295.74,93.49,267.69,295.2,93.53,267.64,340.13,84.99,279.56,342.36,93.64,266.17,24.38,269.99,270,328.65,0.42,89.36,340.69,359.17,92.48,47.7,354.05,84.6,25.37,1.7,89.03
339.83,10.32,269.88,22.33,15.08,102.84,340.3,90.16,269.83,334.99,89.99,90,30.1,270.13,270.5,355.53,269.81,272.21,331.33,89.74,270.07,358.9,69.25,356.84,295.7,93.49,267.68,295.39,93.51,267.66,340.34,85.09,279.53,342.36,93.64,266.17,24.38,269.99,270,328.63,0.42,89.36,341.1,359.19,92.47,47.98,353.97,84.51,25.4,1.7,89.03
339.51,10.34,269.83,21.6,14.83,102.6,340.22,90.17,269.82,334.99,89.99,90,30.2,270.13,270.5,355.02,269.79,272.22,332.06,89.75,270.06,358.9,69.25,356.84,295.65,93.5,267.68,295.6,93.49,267.68,340.53,85.17,279.51,342.36,93.64,266.17,24.38,269.99,270,328.62,0.42,89.36,341.53,359.21,92.47,48.26,353.89,84.42,25.42,1.7,89.03
339.29,10.35,269.8,20.86,14.58,102.36,340.15,90.18,269.81,334.99,89.99,90,30.31,270.13,270.5,354.48,269.77,272.22,332.79,89.75,270.06,358.9,69.25,356.84,295.61,93.5,267.67,295.81,93.46,267.7,340.71,85.26,279.48,342.36,93.64,266.17,24.38,269.99,270,328.61,0.42,89.36,341.95,359.23,92.46,48.52,353.81,84.34,25.43,1.7,89.03
339.05,10.37,269.76,20.11,14.33,102.13,340.09,90.19,269.8,334.99,89.99,90,30.4,270.13,270.5,353.96,269.75,272.23,333.76,89.75,270.06,358.9,69.25,356.84,295.57,93.5,267.67,296.04,93.44,267.72,340.89,85.34,279.46,342.36,93.64,266.17,24.38,269.99,270,328.61,0.42,89.36,342.4,359.25,92.45,48.77,353.73,84.26,25.44,1.7,89.03
338.83,10.38,269.73,19.36,14.09,101.9,340.04,90.2,269.79,334.99,89.99,90,30.49,270.13,270.5,353.47,269.73,272.23,334.42,89.75,270.05,358.9,69.25,356.84,295.52,93.51,267.67,296.3,93.42,267.74,341.06,85.42,279.44,342.36,93.64,266.17,24.38,269.99,270,328.6,0.42,89.36,342.85,359.27,92.45,49.02,353.66,84.17,25.44,1.7,89.03
338.63,10.39,269.7,18.61,13.85,101.68,339.96,90.22,269.77,334.99,89.99,90,30.58,270.13,270.5,352.96,269.71,272.24,335.11,89.75,270.05,358.9,69.25,356.84,295.48,93.51,267.66,296.57,93.39,267.76,341.22,85.49,279.42,342.36,93.64,266.17,24.38,269.99,270,328.59,0.42,89.36,343.32,359.29,92.44,49.26,353.58,84.09,25.44,1.7,89.03
338.44,10.41,269.67,17.86,13.62,101.46,339.92,90.23,269.75,334.99,89.99,90,30.65,270.13,270.5,352.47,269.69,272.25,335.79,89.75,270.05,358.9,69.25,356.84,295.44,93.52,267.66,296.85,93.37,267.79,341.38,85.56,279.4,342.36,93.64,266.17,24.38,269.99,270,328.59,0.42,89.36,343.78,359.31,92.44,49.5,353.51,84.01,25.43,1.7,89.03
338.24,10.42,269.64,17.09,13.39,101.25,339.89,90.25,269.74,334.99,89.99,90,30.72,270.13,270.5,351.99,269.67,272.25,336.42,89.75,270.04,358.9,69.25,356.84,295.4,93.52,267.66,297.14,93.34,267.81,341.53,85.63,279.38,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,344.24,359.33,92.43,49.72,353.44,83.94,25.42,1.7,89.03
338.06,10.43,269.61,16.31,13.15,101.03,339.86,90.26,269.73,334.99,89.99,90,30.79,270.13,270.5,351.51,269.65,272.26,337.07,89.76,270.04,358.9,69.25,356.84,295.36,93.52,267.65,297.47,93.31,267.83,341.66,85.69,279.37,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,344.72,359.35,92.43,49.93,353.37,83.86,25.4,1.69,89.03
337.89,10.45,269.58,15.56,12.93,100.83,339.83,90.28,269.71,334.99,89.99,90,30.86,270.13,270.5,351.02,269.63,272.26,337.74,89.76,270.04,358.9,69.24,356.84,295.32,93.53,267.65,297.81,93.28,267.86,341.78,85.74,279.36,342.36,93.64,266.17,24.38,269.99,270,328.58,0.43,89.36,345.23,359.38,92.42,50.15,353.3,83.79,25.38,1.69,89.04
337.71,10.46,269.55,14.79,12.71,100.64,339.81,90.29,269.7,334.99,89.99,90,30.91,270.13,270.5,350.58,269.61,272.27,338.34,89.76,270.03,358.9,69.24,356.85,295.28,93.53,267.65,298.16,93.25,267.89,341.9,85.79,279.35,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,345.73,359.4,92.41,50.34,353.23,83.72,25.36,1.69,89.04
337.47,10.48,269.5,13.75,12.41,100.38,339.8,90.3,269.69,334.99,89.99,90,30.97,270.13,270.5,350.14,269.59,272.28,339.27,89.76,270.03,358.9,69.24,356.85,295.24,93.53,267.64,298.53,93.22,267.91,342,85.84,279.34,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,346.43,359.43,92.41,50.54,353.17,83.65,25.33,1.69,89.04
337.3,10.49,269.47,13,12.21,100.2,339.79,90.32,269.67,334.99,89.99,90,31.02,270.13,270.5,349.71,269.57,272.28,339.84,89.76,270.03,358.9,69.24,356.85,295.2,93.54,267.64,298.92,93.19,267.94,342.09,85.88,279.33,342.36,93.64,266.17,24.38,269.99,270,328.56,0.43,89.36,346.93,359.45,92.4,50.71,353.11,83.59,25.3,1.69,89.04
337.15,10.51,269.44,12.2,11.99,100.01,339.8,90.34,269.66,334.99,89.99,90,31.09,270.13,270.5,349.27,269.55,272.29,340.44,89.76,270.03,358.9,69.23,356.85,295.15,93.54,267.63,299.31,93.16,267.96,342.18,85.92,279.32,342.36,93.64,266.17,24.38,269.99,270,328.57,0.43,89.36,347.48,359.47,92.4,50.88,353.05,83.53,25.27,1.69,89.04
337.01,10.52,269.41,11.01,11.67,99.74,339.8,90.35,269.64,334.99,89.99,90,31.13,270.13,270.5,348.7,269.53,272.3,340.99,89.76,270.02,358.9,69.23,356.85,295.11,93.55,267.63,299.71,93.13,267.99,342.34,85.99,279.31,342.36,93.64,266.17,24.38,269.99,270,328.59,0.43,89.36,348,359.5,92.39,51.15,352.96,83.42,25.25,1.69,89.04
336.87,10.53,269.38,10.2,11.45,99.56,339.82,90.36,269.63,334.99,89.99,90,31.17,270.13,270.5,348.3,269.51,272.31,341.53,89.76,270.02,358.9,69.22,356.85,295.08,93.55,267.63,300.17,93.1,268.02,342.4,86.02,279.3,342.36,93.64,266.17,24.38,269.99,270,328.61,0.43,89.36,348.54,359.52,92.39,51.3,352.91,83.37,25.22,1.69,89.04
336.75,10.54,269.36,9.43,11.25,99.39,339.84,90.38,269.62,334.99,89.99,90,31.22,270.13,270.5,347.91,269.5,272.32,342.02,89.76,270.02,358.89,69.22,356.85,295.04,93.55,267.63,300.62,93.06,268.05,342.47,86.05,279.3,342.36,93.64,266.17,24.38,269.99,270,328.64,0.42,89.36,349.32,359.55,92.38,51.42,352.87,83.32,25.19,1.69,89.04
336.64,10.56,269.33,8.68,11.06,99.23,339.86,90.39,269.6,334.99,89.99,90,31.25,270.13,270.5,347.52,269.48,272.32,342.53,89.76,270.02,358.89,69.21,356.85,295.01,93.56,267.62,301.23,93.02,268.08,342.54,86.08,279.29,342.36,93.64,266.17,24.38,269.99,270,328.68,0.42,89.36,349.87,359.58,92.38,51.52,352.83,83.29,25.17,1.69,89.05
336.53,10.57,269.31,7.87,10.86,99.07,339.89,90.41,269.59,334.99,89.99,90,31.27,270.13,270.5,347.15,269.46,272.33,343,89.76,270.01,358.89,69.21,356.86,294.97,93.56,267.62,301.68,92.99,268.1,342.59,86.1,279.29,342.36,93.64,266.17,24.38,269.99,270,328.74,0.42,89.36,350.4,359.6,92.37,51.61,352.8,83.25,25.15,1.68,89.05
336.44,10.58,269.28,7.07,10.66,98.91,339.93,90.42,269.57,334.99,89.99,90,31.29,270.13,270.5,346.59,269.44,272.34,343.45,89.76,270.01,358.89,69.2,356.86,294.94,93.56,267.62,302.13,92.97,268.13,342.64,86.12,279.28,342.36,93.64,266.17,24.38,269.99,270,328.8,0.42,89.36,350.97,359.62,92.37,51.67,352.78,83.23,25.14,1.68,89.05
336.36,10.59,269.26,6.21,10.45,98.74,339.98,90.44,269.56,334.99,89.99,90,31.31,270.13,270.5,346.27,269.43,272.35,343.86,89.77,270.01,358.89,69.2,356.86,294.91,93.57,267.61,302.59,92.94,268.15,342.68,86.14,279.28,342.36,93.64,266.17,24.38,269.99,270,328.86,0.42,89.36,351.53,359.65,92.37,51.72,352.76,83.21,25.13,1.68,89.05
336.29,10.59,269.24,5.35,10.24,98.58,340.02,90.46,269.54,334.99,89.99,90,31.33,270.13,270.5,345.95,269.41,272.36,344.22,89.77,270.01,358.89,69.19,356.86,294.88,93.57,267.61,303.23,92.9,268.18,342.71,86.15,279.28,342.36,93.64,266.17,24.38,269.99,270,328.94,0.42,89.36,352.1,359.67,92.36,51.75,352.75,83.2,25.12,1.68,89.05
336.23,10.6,269.22,3.98,9.91,98.32,340.08,90.47,269.53,334.99,89.99,90,31.35,270.13,270.5,345.65,269.4,272.36,344.56,89.77,270.01,358.88,69.18,356.86,294.85,93.57,267.61,303.68,92.88,268.2,342.75,86.17,279.27,342.36,93.64,266.17,24.38,269.99,270,329.03,0.41,89.36,353,359.71,92.36,51.76,352.75,83.19,25.12,1.68,89.05
336.18,10.61,269.21,3.12,9.71,98.17,340.14,90.49,269.51,334.99,89.99,90,31.36,270.13,270.5,345.26,269.38,272.37,344.86,89.77,270.01,358.88,69.18,356.86,294.81,93.58,267.6,304.43,92.84,268.24,342.77,86.18,279.27,342.36,93.64,266.17,24.38,269.99,270,329.2,0.41,89.37,353.58,359.73,92.35,51.75,352.75,83.19,25.13,1.68,89.05
336.13,10.62,269.19,2.31,9.52,98.03,340.21,90.5,269.5,334.99,89.99,90,31.37,270.13,270.5,345,269.37,272.38,345.13,89.77,270.01,358.88,69.17,356.87,294.76,93.58,267.6,304.91,92.81,268.26,342.8,86.19,279.27,342.36,93.64,266.17,24.38,269.99,270,329.31,0.41,89.37,354.14,359.75,92.35,51.72,352.75,83.2,25.13,1.67,89.05
336.1,10.62,269.18,1.53,9.34,97.9,340.28,90.52,269.48,334.99,89.99,90,31.38,270.13,270.5,344.75,269.36,272.39,345.34,89.77,270,358.88,69.16,356.87,294.73,93.59,267.6,305.34,92.79,268.28,342.82,86.2,279.27,342.36,93.64,266.17,24.38,269.99,270,329.44,0.4,89.37,354.71,359.78,92.35,51.63,352.78,83.23,25.13,1.67,89.05
336.07,10.63,269.16,0.73,9.16,97.77,340.36,90.54,269.47,334.99,89.99,90,31.39,270.13,270.5,344.52,269.35,272.39,345.52,89.77,270,358.87,69.15,356.87,294.7,93.59,267.6,305.8,92.77,268.29,342.83,86.21,279.27,342.36,93.64,266.17,24.38,269.99,270,329.57,0.4,89.37,355.26,359.8,92.35,51.54,352.81,83.26,25.13,1.67,89.06
336.05,10.63,269.15,359.95,8.99,97.65,340.44,90.55,269.45,334.99,89.99,90,31.39,270.13,270.5,344.3,269.34,272.4,345.67,89.77,270,358.87,69.14,356.87,294.68,93.59,267.59,306.23,92.75,268.31,342.85,86.21,279.26,342.36,93.64,266.17,24.38,269.99,270,329.71,0.4,89.38,355.82,359.82,92.35,51.42,352.85,83.3,25.13,1.67,89.06
336.04,10.64,269.14,359.16,8.81,97.52,340.53,90.57,269.44,334.99,89.99,90,31.4,270.13,270.5,344.1,269.33,272.41,345.77,89.77,270,358.87,69.13,356.88,294.65,93.59,267.59,306.65,92.73,268.33,342.86,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,329.86,0.39,89.38,356.36,359.85,92.34,51.26,352.9,83.36,25.13,1.66,89.06
336.04,10.64,269.13,358.46,8.66,97.42,340.63,90.59,269.42,334.99,89.99,90,31.4,270.13,270.5,343.93,269.32,272.41,345.84,89.77,270,358.87,69.12,356.88,294.62,93.6,267.59,307.08,92.71,268.34,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,330.02,0.39,89.38,356.91,359.87,92.34,51.1,352.95,83.41,25.14,1.66,89.06
336.04,10.64,269.12,357.71,8.49,97.31,340.73,90.6,269.41,334.99,89.99,90,31.41,270.13,270.5,343.77,269.31,272.42,345.9,89.77,270,358.86,69.11,356.88,294.6,93.6,267.59,307.51,92.69,268.36,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,330.18,0.39,89.38,357.46,359.89,92.34,50.89,353.01,83.48,25.14,1.66,89.06
336.07,10.64,269.11,357.02,8.34,97.21,340.83,90.62,269.39,334.99,89.99,90,31.41,270.13,270.5,343.63,269.31,272.42,345.95,89.77,270,358.86,69.1,356.89,294.57,93.6,267.58,307.9,92.67,268.37,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,330.37,0.38,89.39,358,359.91,92.34,50.65,353.09,83.56,25.14,1.66,89.06
336.11,10.64,269.11,356.38,8.21,97.12,340.94,90.63,269.38,334.99,89.99,90,31.42,270.13,270.5,343.51,269.3,272.42,346,89.77,270,358.86,69.09,356.89,294.55,93.6,267.58,308.3,92.65,268.39,342.87,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,330.56,0.38,89.39,358.51,359.93,92.34,50.38,353.17,83.65,25.14,1.66,89.06
336.14,10.64,269.1,355.73,8.07,97.03,341.06,90.65,269.36,334.99,89.99,90,31.42,270.13,270.5,343.4,269.3,272.43,346.03,89.77,270,358.85,69.08,356.89,294.52,93.61,267.58,308.69,92.64,268.4,342.86,86.22,279.26,342.36,93.64,266.17,24.38,269.99,270,330.76,0.37,89.4,359.06,359.96,92.34,50.09,353.26,83.74,25.14,1.65,89.06
336.19,10.64,269.1,355.09,7.93,96.94,341.19,90.67,269.35,334.99,89.99,90,31.43,270.13,270.5,343.31,269.29,272.43,346.05,89.77,270,358.85,69.07,356.9,294.5,93.61,267.58,309.07,92.62,268.41,342.85,86.21,279.26,342.36,93.64,266.17,24.38,269.99,270,330.97,0.37,89.4,359.59,359.98,92.34,49.76,353.35,83.85,25.14,1.65,89.06
336.25,10.64,269.1,354.47,7.8,96.86,341.31,90.69,269.33,334.99,89.99,90,31.43,270.13,270.5,343.24,269.29,272.43,346.05,89.77,270,358.84,69.07,356.9,294.47,93.61,267.57,309.44,92.61,268.42,342.84,86.21,279.27,342.36,93.64,266.17,24.38,269.99,270,331.2,0.36,89.4,0.12,0,92.34,49.41,353.45,83.96,25.14,1.65,89.06
336.32,10.64,269.11,353.87,7.68,96.78,341.46,90.7,269.32,334.99,89.99,90,31.42,270.13,270.5,343.19,269.29,272.44,346.05,89.77,270,358.84,69.05,356.9,294.45,93.61,267.57,309.79,92.59,268.43,342.83,86.2,279.27,342.36,93.64,266.17,24.38,269.99,270,331.43,0.35,89.41,0.64,0.02,92.34,49.04,353.56,84.07,25.14,1.65,89.07
336.39,10.63,269.11,353.26,7.55,96.71,341.61,90.72,269.3,334.99,89.99,90,31.41,270.13,270.5,343.17,269.29,272.44,346.04,89.77,270,358.83,69.02,356.9,294.43,93.62,267.57,310.14,92.58,268.44,342.81,86.2,279.27,342.36,93.64,266.17,24.38,269.99,270,331.77,0.35,89.41,1.16,0.04,92.34,48.62,353.67,84.2,25.14,1.64,89.07
336.48,10.63,269.12,352.66,7.42,96.63,341.91,90.73,269.29,334.99,89.99,90,31.38,270.13,270.5,343.16,269.29,272.44,346.02,89.77,270,358.82,68.96,356.89,294.41,93.62,267.57,310.47,92.57,268.45,342.8,86.19,279.27,342.36,93.64,266.17,24.38,269.99,270,332.03,0.34,89.42,1.68,0.06,92.34,48.17,353.79,84.33,25.14,1.64,89.07
336.58,10.62,269.12,352.08,7.31,96.56,342.11,90.74,269.28,334.99,89.99,90,31.35,270.13,270.5,343.17,269.29,272.44,345.99,89.77,270,358.81,68.87,356.89,294.39,93.62,267.57,310.78,92.56,268.46,342.78,86.18,279.27,342.36,93.64,266.17,24.38,269.99,270,332.32,0.33,89.42,2.19,0.08,92.34,47.73,353.91,84.46,25.14,1.64,89.07
336.68,10.62,269.13,351.54,7.19,96.5,342.33,90.75,269.28,334.99,89.99,90,31.31,270.13,270.5,343.2,269.29,272.44,345.95,89.77,270,358.8,68.74,356.88,294.36,93.62,267.56,311.09,92.54,268.47,342.76,86.18,279.27,342.36,93.64,266.17,24.38,269.99,270,332.6,0.33,89.43,2.69,0.1,92.34,47.23,354.04,84.6,25.14,1.64,89.07
336.8,10.61,269.15,351,7.08,96.44,342.55,90.75,269.28,334.99,89.99,90,31.26,270.13,270.5,343.26,269.29,272.44,345.91,89.77,270,358.78,68.55,356.87,294.34,93.63,267.56,311.39,92.53,268.48,342.74,86.17,279.27,342.36,93.64,266.17,24.38,269.99,270,332.9,0.32,89.43,3.19,0.12,92.34,46.72,354.17,84.74,25.14,1.63,89.07
336.92,10.6,269.16,350.47,6.98,96.38,342.79,90.75,269.28,334.99,89.99,90,31.2,270.13,270.5,343.36,269.29,272.44,345.87,89.77,270,358.76,68.33,356.86,294.32,93.63,267.56,311.67,92.52,268.49,342.72,86.16,279.28,342.36,93.64,266.17,24.38,269.99,270,333.22,0.31,89.43,3.68,0.14,92.34,46.17,354.3,84.89,25.14,1.63,89.07
337.11,10.59,269.18,349.96,6.87,96.32,343.03,90.75,269.28,334.99,89.99,90,31.13,270.13,270.5,343.5,269.3,272.44,345.81,89.77,270,358.74,68.02,356.84,294.3,93.63,267.56,311.94,92.51,268.49,342.71,86.15,279.28,342.36,93.64,266.17,24.38,269.99,270,333.53,0.31,89.44,4.17,0.17,92.35,45.61,354.44,85.03,25.14,1.63,89.07
337.27,10.57,269.19,349.48,6.77,96.27,343.32,90.75,269.29,334.99,89.99,90,31.05,270.13,270.5,343.68,269.31,272.44,345.75,89.77,270,358.71,67.65,356.82,294.28,93.63,267.56,312.19,92.51,268.5,342.69,86.14,279.28,342.36,93.64,266.17,24.38,269.99,270,333.87,0.3,89.44,4.64,0.18,92.35,45.03,354.57,85.18,25.14,1.63,89.07
337.44,10.56,269.21,349.01,6.68,96.22,343.62,90.75,269.29,334.99,89.99,90,30.97,270.13,270.5,343.92,269.32,272.44,345.68,89.77,270,358.68,67.18,356.8,294.26,93.63,267.55,312.43,92.5,268.51,342.67,86.13,279.28,342.36,93.64,266.17,24.38,269.99,270,334.21,0.29,89.45,5.15,0.21,92.35,44.42,354.7,85.34,25.14,1.63,89.07
337.61,10.55,269.22,348.55,6.59,96.17,343.91,90.74,269.3,334.99,89.99,90,30.87,270.13,270.5,344.2,269.33,272.43,345.58,89.77,270,358.64,66.64,356.78,294.25,93.64,267.55,312.65,92.49,268.51,342.63,86.12,279.28,342.36,93.64,266.17,24.38,269.99,270,334.56,0.28,89.45,5.64,0.23,92.35,43.81,354.84,85.48,25.14,1.62,89.08
337.8,10.54,269.24,348.13,6.5,96.13,344.22,90.74,269.31,334.99,89.99,90,30.77,270.13,270.5,344.51,269.35,272.43,345.5,89.77,270,358.59,65.98,356.76,294.23,93.64,267.55,312.86,92.48,268.52,342.61,86.11,279.28,342.36,93.64,266.17,24.38,269.99,270,334.91,0.28,89.46,6.09,0.24,92.35,43.18,354.97,85.63,25.14,1.62,89.08
338,10.52,269.26,347.72,6.42,96.09,344.54,90.73,269.32,334.99,89.99,90,30.65,270.13,270.5,344.84,269.36,272.43,345.42,89.77,270,358.5,64.69,356.71,294.21,93.64,267.55,313.04,92.48,268.52,342.59,86.1,279.29,342.36,93.64,266.17,24.38,269.99,270,335.28,0.27,89.46,6.54,0.26,92.35,42.53,355.1,85.79,25.14,1.62,89.08
338.22,10.51,269.28,347.34,6.35,96.05,344.88,90.72,269.33,334.99,89.99,90,30.43,270.13,270.5,345.21,269.38,272.42,345.33,89.77,270,358.44,63.79,356.69,294.19,93.64,267.55,313.2,92.47,268.53,342.57,86.09,279.29,342.36,93.64,266.17,24.38,269.99,270,335.66,0.26,89.47,7.02,0.28,92.36,41.87,355.23,85.93,25.14,1.62,89.08
338.43,10.49,269.3,346.97,6.27,96.02,345.22,90.71,269.34,334.99,89.99,90,30.29,270.13,270.5,345.59,269.4,272.42,345.23,89.77,270.01,358.38,62.77,356.67,294.17,93.64,267.54,313.34,92.47,268.53,342.55,86.08,279.29,342.36,93.64,266.17,24.38,269.99,270,336.04,0.25,89.47,7.47,0.3,92.36,41.18,355.36,86.09,25.14,1.61,89.08
338.68,10.48,269.32,346.65,6.21,95.99,345.57,90.69,269.36,334.99,89.99,90,30.14,270.13,270.5,346.01,269.41,272.41,345.14,89.77,270.01,358.3,61.62,356.65,294.15,93.65,267.54,313.44,92.46,268.53,342.54,86.08,279.29,342.36,93.64,266.17,24.38,269.99,270,336.43,0.24,89.48,7.91,0.32,92.36,40.5,355.49,86.23,25.14,1.61,89.08
338.92,10.46,269.34,346.32,6.14,95.96,345.94,90.68,269.37,334.99,89.99,90,29.99,270.13,270.5,346.46,269.43,272.41,345.03,89.77,270.01,358.23,60.39,356.63,294.13,93.65,267.54,313.51,92.46,268.53,342.52,86.07,279.29,342.36,93.64,266.17,24.38,269.99,270,336.84,0.23,89.48,8.35,0.34,92.36,39.8,355.61,86.38,25.14,1.61,89.08
339.18,10.44,269.37,346.01,6.08,95.93,346.29,90.67,269.39,334.99,89.99,90,29.82,270.13,270.5,347.26,269.47,272.4,344.88,89.77,270.01,358.15,59.14,356.62,294.12,93.65,267.54,313.54,92.46,268.54,342.5,86.06,279.29,342.36,93.64,266.17,24.38,269.99,270,337.29,0.22,89.49,8.81,0.36,92.37,39.08,355.74,86.52,25.14,1.61,89.08
339.57,10.42,269.4,345.62,6,95.89,346.93,90.64,269.42,334.99,89.99,90,29.65,270.13,270.5,347.76,269.49,272.39,344.77,89.77,270.01,358.04,57.35,356.61,294.1,93.65,267.54,313.52,92.46,268.54,342.49,86.06,279.29,342.36,93.64,266.17,24.38,269.99,270,337.79,0.21,89.49,9.22,0.38,92.37,38.34,355.86,86.67,25.14,1.61,89.08
339.85,10.4,269.42,345.21,5.92,95.86,347.31,90.62,269.44,334.99,89.99,90,29.37,270.12,270.49,348.31,269.51,272.38,344.65,89.77,270.01,357.96,56.07,356.62,294.09,93.65,267.54,313.45,92.46,268.53,342.48,86.05,279.3,342.36,93.64,266.17,24.38,269.99,270,338.41,0.2,89.5,9.79,0.4,92.37,37.65,355.97,86.8,25.14,1.6,89.08
340.13,10.38,269.45,344.96,5.87,95.83,347.71,90.61,269.46,334.99,89.99,90,29.16,270.12,270.49,348.87,269.54,272.38,344.54,89.77,270.01,357.89,54.73,356.63,294.07,93.65,267.53,313.32,92.46,268.53,342.46,86.04,279.3,342.36,93.64,266.17,24.38,269.99,270,339.1,0.19,89.51,10.54,0.43,92.38,36.91,356.09,86.94,25.14,1.6,89.09
340.42,10.36,269.47,344.66,5.81,95.81,348.09,90.59,269.47,334.99,89.99,90,28.95,270.12,270.49,349.74,269.58,272.37,344.41,89.77,270.01,357.81,53.4,356.64,294.05,93.66,267.53,312.97,92.47,268.52,342.45,86.04,279.3,342.36,93.64,266.17,24.38,269.99,270,339.53,0.18,89.51,10.97,0.45,92.38,35.86,356.25,87.13,25.15,1.6,89.09
340.72,10.35,269.49,344.46,5.78,95.79,348.5,90.57,269.49,334.99,89.99,90,28.72,270.12,270.49,350.38,269.6,272.36,344.28,89.77,270.01,357.7,51.27,356.69,294.04,93.66,267.53,312.66,92.48,268.52,342.44,86.03,279.3,342.36,93.64,266.17,24.38,269.99,270,339.97,0.17,89.52,11.62,0.48,92.39,34.84,356.4,87.32,25.15,1.59,89.09
341.02,10.33,269.52,344.29,5.74,95.78,348.9,90.55,269.51,334.99,89.99,90,28.49,270.12,270.49,351.02,269.63,272.36,344.16,89.77,270.01,357.63,49.88,356.73,294.02,93.66,267.53,312.08,92.5,268.5,342.44,86.03,279.3,342.36,93.64,266.17,24.38,269.99,270,340.41,0.16,89.52,12.03,0.49,92.39,33.65,356.56,87.52,25.15,1.59,89.09
